Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime
Savdhan Ek Adbhut Kahaani,17 May 2019,0 Cr N.A,0 Cr N.A,0.005 Cr,0.005 Cr
De De Pyaar De,17 May 2019,10.41 Cr,38.54 Cr,61.05 Cr,103.64 Cr
Chhota Bheem: Kung Fu Dhamaka,10 May 2019,0 Cr N.A,1.77 Cr,2.60 Cr,3.65 Cr
Pokémon Detective Pikachu (English),10 May 2019,1 Cr,4.45 Cr,7.45 Cr,12.60 Cr
Never Give Up,10 May 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Chhal,10 May 2019,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Student Of The Year 2,10 May 2019,12.06 Cr,38.83 Cr,56.83 Cr,69.11 Cr
1978 – A Teen Night Out,03 May 2019,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Blank,03 May 2019,0.97 Cr,3.72 Cr,5.11 Cr,5.15 Cr
3rd Eye,03 May 2019,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Setters,03 May 2019,0.15 Cr,0 Cr N.A,0.55 Cr,0.58 Cr
Hansaa – Ek Sanyog,03 May 2019,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Tarpan,26 Apr 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Avengers: Endgame (English),26 Apr 2019,53.10 Cr,157.2 Cr,260.40 Cr,373.22 Cr
Sanjana,26 Apr 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
UP Police Rudra,26 Apr 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
The Curse of the Weeping Woman (English),17 Apr 2019,0.75 Cr,4.90 Cr,6.95 Cr,6.95 Cr
Kalank,17 Apr 2019,21.60 Cr,62.75 Cr,73.70 Cr,80.35 Cr
Hellboy (English),12 Apr 2019,0.9 Cr,2.70 Cr,3.62 Cr,3.62 Cr
Blackboard v/s Whiteboard,12 Apr 2019,0 Cr N.A,0 Cr N.A,0.06 Cr,0.07 Cr
Ek Hakikat Ganga,12 Apr 2019,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
The Tashkent Files,12 Apr 2019,0.40 Cr,2.20 Cr,3.50 Cr,17.21 Cr
Albert Pinto Ko Gussa Kyun Aaata Hai?,12 Apr 2019,0 Cr N.A,0 Cr N.A,0.05 Cr,0.05 Cr
Paharganj – The Little Amsterdam Of India,12 Apr 2019,0 Cr N.A,0 Cr N.A,0.25 Cr,0.28 Cr
Betiyon Ki Balle Balle,12 Apr 2019,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Maa Purnagiri,12 Apr 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Gun Pe Done,12 Apr 2019,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Chousar Firangi,05 Apr 2019,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
No Fathers In Kashmir,05 Apr 2019,0 Cr N.A,0 Cr N.A,0.09 Cr,0.09 Cr
Romeo Akbar Walter,05 Apr 2019,5.35 Cr,20.85 Cr,30 Cr,38.83 Cr
Shazam (English),05 Apr 2019,3 Cr,11.30 Cr,16.50 Cr,21.10 Cr
Junglee,29 Mar 2019,3.35 Cr,13.85 Cr,21.20 Cr,24.70 Cr
Notebook,29 Mar 2019,0.50 Cr,2.25 Cr,3.70 Cr,3.72 Cr
Ram Ki Janmabhoomi,29 Mar 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Maharib,29 Mar 2019,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Dumbo (English),29 Mar 2019,0.85 Cr,4.65 Cr,6.70 Cr,6.70 Cr
Railway Raju,29 Mar 2019,0 Cr N.A,0 Cr N.A,0.005 Cr,0.005 Cr
Gone Kesh,29 Mar 2019,0 Cr N.A,0 Cr N.A,0.13 Cr,0.13 Cr
Kesari,21 Mar 2019,21.06 Cr,78.07 Cr,105.86 Cr,154.41 Cr
How to Train Your Dragon – The Hidden World (English),21 Mar 2019,1.25 Cr,6.6 Cr,8.95 Cr,11.35 Cr
Mard Ko Dard Nahi Hota,21 Mar 2019,0.30 Cr,1.34 Cr,1.90 Cr,2.03 Cr
Photograph,15 Mar 2019,0.25 Cr,0.95 Cr,1.28 Cr,1.29 Cr
Milan Talkies,15 Mar 2019,0.10 Cr,0.40 Cr,0.52 Cr,0.52 Cr
Sharma Ji Ki Lag Gai,15 Mar 2019,0.01 Cr,0.03 Cr,0.07 Cr,0.07 Cr
Merey Pyarey Prime Minister,15 Mar 2019,0.07 Cr,0.27 Cr,0.39 Cr,0.39 Cr
22 Yards,15 Mar 2019,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Hamid,15 Mar 2019,0.01 Cr,0.03 Cr,0.07 Cr,0.07 Cr
Risknamaa,15 Mar 2019,0 Cr N.A,0 Cr N.A,0.12 Cr,0.12 Cr
Suspense,08 Mar 2019,0 Cr N.A,0 Cr N.A,0.003 Cr,0.003 Cr
Yeh SuhaagRaat Impossible,08 Mar 2019,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Phir Ussi Mod Par,08 Mar 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Captain Marvel (English),08 Mar 2019,12.75 Cr,40.71 Cr,56.41 Cr,84.36 Cr
Badla,08 Mar 2019,5.04 Cr,23.20 Cr,38 Cr,87.99 Cr
Is She Raju?,08 Mar 2019,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Sonchiriya,01 Mar 2019,1.20 Cr,4.60 Cr,6.55 Cr,6.60 Cr
Goopi Gawaiyaa Bagha Bajaiyaa,01 Mar 2019,0 Cr N.A,0 Cr N.A,0.08 Cr,0.08 Cr
Luka Chuppi,01 Mar 2019,8.01 Cr,32.13 Cr,53.70 Cr,94.75 Cr
Total Dhamaal,22 Feb 2019,16.50 Cr,62.40 Cr,94.55 Cr,154.23 Cr
Hum Chaar,15 Feb 2019,0 Cr N.A,0 Cr N.A,0.19 Cr,0.19 Cr
Facebook Wala Pyar,14 Feb 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Number Game,14 Feb 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Gully Boy,14 Feb 2019,19.40 Cr,0 Cr N.A,100.30 Cr,140.25 Cr
End Counter,08 Feb 2019,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Khandala Nights,08 Feb 2019,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Alita: Battle Angel (English),08 Feb 2019,2.10 Cr,8.10 Cr,0 Cr N.A,8.10 Cr
Dosti Ke Side Effectss,08 Feb 2019,0 Cr N.A,0 Cr N.A,0.09 Cr,0.09 Cr
Parking Closed,08 Feb 2019,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Amavas,08 Feb 2019,0.70 Cr,2.30 Cr,3 Cr,3.06 Cr
Jhol,08 Feb 2019,0 Cr N.A,0 Cr N.A,0.07 Cr,0.07 Cr
S P Chauhan,07 Feb 2019,0 Cr N.A,0 Cr N.A,0.08 Cr,0.08 Cr
Ek Ladki Ko Dekha Toh Aisa Laga,01 Feb 2019,2.90 Cr,11.83 Cr,17.19 Cr,20.28 Cr
Picture Ki Cheerphad – Papi Gudia,01 Feb 2019,0 Cr N.A,0 Cr N.A,0.004 Cr,0.004 Cr
Umakant Pandey Purus Ya…..?,01 Feb 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Thackeray,25 Jan 2019,2.75 Cr,10.50 Cr,15.20 Cr,18.19 Cr
Mansukh Chaturvedi Ki Atmakatha,25 Jan 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Pyar Kismat Or Jaipur Junction,25 Jan 2019,0 Cr N.A,0 Cr N.A,0.004 Cr,0.004 Cr
Manikarnika – The Queen Of Jhansi,25 Jan 2019,7.75 Cr,41.35 Cr,58.95 Cr,92.19 Cr
Why Cheat India,18 Jan 2019,1.71 Cr,6.80 Cr,8.45 Cr,8.66 Cr
Bombairiya,18 Jan 2019,0.02 Cr,0.06 Cr,0.14 Cr,0.14 Cr
72 Hours,18 Jan 2019,0 Cr N.A,0 Cr N.A,0.19 Cr,0.19 Cr
Rangeela Raja,18 Jan 2019,0.05 Cr,0.15 Cr,0.19 Cr,0.19 Cr
Woh Jo Tha Ek Messiah Maulana Azad,18 Jan 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Little Boy,18 Jan 2019,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Fraud Saiyaan,18 Jan 2019,0.11 Cr,0.36 Cr,0.52 Cr,0.53 Cr
Friendship,11 Jan 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
A Thin Line,11 Jan 2019,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Falsafa – The Other Side,11 Jan 2019,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Pagal Kar Diya Toone,11 Jan 2019,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
The Accidental Prime Minister,11 Jan 2019,3.40 Cr,11.90 Cr,17.10 Cr,22.65 Cr
Khamiyaza – Journey Of A Common Man,11 Jan 2019,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
706,11 Jan 2019,0 Cr N.A,0 Cr N.A,0.006 Cr,0.006 Cr
Uri – The Surgical Strike,11 Jan 2019,8.20 Cr,35.73 Cr,70.94 Cr,245.36 Cr
Battalion 609,11 Jan 2019,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Evening Shadows,11 Jan 2019,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Kanpur Ke Sholay,04 Jan 2019,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Bumblebee (English),04 Jan 2019,1.3 Cr,5.47 Cr,7.66 Cr,7.66 Cr
Salt Bridge,01 Jan 2019,0 Cr N.A,0 Cr N.A,0.04 Cr,0.04 Cr
Vanguard (English),25 Dec 2020,0 Cr N.A,0 Cr N.A,0.11 Cr,0.11 Cr
Shakeela,25 Dec 2020,0 Cr N.A,0 Cr N.A,0.33 Cr,0.33 Cr
Wonder Woman 1984 (English),24 Dec 2020,1.45 Cr,7.74 Cr,9.96 Cr,18.36 Cr
Indoo Ki Jawani,11 Dec 2020,0.22 Cr,0.74 Cr,1.06 Cr,1.06 Cr
Tenet (English),04 Dec 2020,1.21 Cr,4.30 Cr,6.43 Cr,12.57 Cr
Fastey Fasaatey,27 Nov 2020,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Suraj Pe Mangal Bhari,15 Nov 2020,0.85 Cr,0.85 Cr,2.32 Cr,3.90 Cr
Bloodshot (English),13 Mar 2020,0 Cr N.A,1.40 Cr,1.50 Cr,1.50 Cr
Angrezi Medium,13 Mar 2020,4.03 Cr,9.03 Cr,9.36 Cr,9.36 Cr
Onward (English),06 Mar 2020,0 Cr N.A,1.25 Cr,0 Cr N.A,1.83 Cr
Careless,06 Mar 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Kaamyaab,06 Mar 2020,0 Cr N.A,0.35 Cr,0.50 Cr,0.50 Cr
Baaghi 3,06 Mar 2020,17 Cr,52.50 Cr,87.50 Cr,93.37 Cr
Most Common Budbak,06 Mar 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
The Invisible Man (English),28 Feb 2020,0 Cr N.A,1.34 Cr,0 Cr N.A,1.34 Cr
Sonic The Hedgehog (English),28 Feb 2020,0 Cr N.A,0.92 Cr,0 Cr N.A,0.92 Cr
Thappad,28 Feb 2020,2.89 Cr,13.98 Cr,21.51 Cr,30.61 Cr
Kehta Hai Yeh Dil,28 Feb 2020,0 Cr N.A,0 Cr N.A,0.007 Cr,0.007 Cr
Teen Muhurat,28 Feb 2020,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Cookie,28 Feb 2020,0 Cr N.A,0 Cr N.A,0.05 Cr,0.05 Cr
Haunted Hills,28 Feb 2020,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Doordarshan,28 Feb 2020,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Rizwan,28 Feb 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Guns Of Banaras,28 Feb 2020,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
‘O’ Pushpa I Hate Tears,28 Feb 2020,0 Cr N.A,0 Cr N.A,0.004 Cr,0.004 Cr
Shubh Mangal Zyada Saavdhan,21 Feb 2020,9.55 Cr,32.66 Cr,44.84 Cr,60.78 Cr
Sar Chadta Nasha,21 Feb 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
BHOOT: Part One – The Haunted Ship,21 Feb 2020,5.10 Cr,16.36 Cr,24.18 Cr,31.97 Cr
The Hundred Bucks,21 Feb 2020,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
A Game Called Relationship,14 Feb 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Love Aaj Kal,14 Feb 2020,12 Cr,26 Cr,32.60 Cr,34.99 Cr
Barbaad,14 Feb 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Khawab Sare Jhoothey,14 Feb 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Malang,07 Feb 2020,6.71 Cr,25.36 Cr,39.65 Cr,58.99 Cr
Little Women (English),07 Feb 2020,0 Cr N.A,0.60 Cr,0.80 Cr,0.95 Cr
Birds of Prey (English),07 Feb 2020,0.75 Cr,3 Cr,4.20 Cr,5.30 Cr
Kaanchli Life in a Slough,07 Feb 2020,0 Cr N.A,0 Cr N.A,0.007 Cr,0.007 Cr
Shikara,07 Feb 2020,1.20 Cr,4.95 Cr,6.70 Cr,8.15 Cr
Taanashah,07 Feb 2020,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Hacked,07 Feb 2020,0.28 Cr,1.06 Cr,1.75 Cr,1.77 Cr
Yahan Sabhi Gyani Hain,07 Feb 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Sabne Bana Di Jodi,31 Jan 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Bad Boys for Life (English),31 Jan 2020,1 Cr,4 Cr,6 Cr,7.10 Cr
Happy Hardy And Heer,31 Jan 2020,0.03 Cr,0.11 Cr,0.13 Cr,0.13 Cr
Gul Makai,31 Jan 2020,0.03 Cr,0.09 Cr,0.11 Cr,0.11 Cr
Jawaani Jaaneman,31 Jan 2020,3.24 Cr,12.83 Cr,20.21 Cr,28.98 Cr
Run Zindagi Run,31 Jan 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Jojo Rabbit (English),31 Jan 2020,0 Cr N.A,0.60 Cr,1.60 Cr,3.43 Cr
Parasite (English),31 Jan 2020,0 Cr N.A,0.35 Cr,0.90 Cr,2.34 Cr
Bhagya Vidhata,31 Jan 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Pagleaazam,31 Jan 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Shaheed Chandra Shekhar Azad,24 Jan 2020,0 Cr N.A,0 Cr N.A,0.003 Cr,0.003 Cr
Street Dancer 3D,24 Jan 2020,9.50 Cr,39 Cr,52.94 Cr,68.28 Cr
Panga,24 Jan 2020,2.70 Cr,14.91 Cr,21.36 Cr,28.92 Cr
Awasaan,17 Jan 2020,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
1917 (English),17 Jan 2020,0.38 Cr,2 Cr,3.37 Cr,9.95 Cr
Just Mercy (English),17 Jan 2020,0 Cr N.A,0.14 Cr,0.19 Cr,0.19 Cr
A Beautiful Day in the Neighborhood (English),17 Jan 2020,0 Cr N.A,0.30 Cr,0.40 Cr,0.40 Cr
Six Plus One 2,17 Jan 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Adventure Kids,17 Jan 2020,0 Cr N.A,0 Cr N.A,0.003 Cr,0.003 Cr
Dolittle (English),17 Jan 2020,1.20 Cr,4.90 Cr,6.35 Cr,8.15 Cr
Bunker,17 Jan 2020,0 Cr N.A,0 Cr N.A,0.20 Cr,0.20 Cr
Jai Mummy Di,17 Jan 2020,0.45 Cr,1.77 Cr,2.50 Cr,2.51 Cr
Chhapaak,10 Jan 2020,4.77 Cr,19.02 Cr,28.38 Cr,34.08 Cr
Tanhaji – The Unsung Warrior,10 Jan 2020,15.10 Cr,61.75 Cr,118.91 Cr,279.55 Cr
Pyar Banaam Khap Panchayat,10 Jan 2020,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Darbar,09 Jan 2020,1.17 Cr,2.85 Cr,3.79 Cr,3.81 Cr
Bombshell (English),03 Jan 2020,0.20 Cr,0.72 Cr,1 Cr,1 Cr
ACID – Astounding Courage In Distress,03 Jan 2020,0 Cr N.A,0 Cr N.A,0.003 Cr,0.003 Cr
The Grudge (English),03 Jan 2020,0.40 Cr,1.35 Cr,1.75 Cr,1.75 Cr
Sab Kushal Mangal,03 Jan 2020,0.15 Cr,0.45 Cr,0.45 Cr,0.45 Cr
Bhangra Paa Le,03 Jan 2020,0.18 Cr,0.52 Cr,0.52 Cr,0.52 Cr
English Ki Taay Taay Fisss…,03 Jan 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Antervyathaa,03 Jan 2020,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Shimla Mirchi,03 Jan 2020,0.01 Cr,0.03 Cr,0.03 Cr,0.03 Cr
Sing 2 (English),31 Dec 2021,0 Cr N.A,0 Cr N.A,0.40 Cr,0.45 Cr
83,24 Dec 2021,12.64 Cr,47 Cr,71.87 Cr,109.02 Cr
The Matrix Resurrections (English),22 Dec 2021,0.80 Cr,0 Cr N.A,4.28 Cr,4.61 Cr
Pushpa: The Rise – Part 1,17 Dec 2021,3.33 Cr,12.68 Cr,26.89 Cr,108.26 Cr
Spider-Man – No Way Home (English),16 Dec 2021,32.67 Cr,108.37 Cr,148.07 Cr,218.41 Cr
Chandigarh Kare Aashiqui,10 Dec 2021,3.75 Cr,14.53 Cr,22.61 Cr,28.26 Cr
Tadap,03 Dec 2021,4.05 Cr,13.52 Cr,21.04 Cr,26.91 Cr
Resident Evil: Welcome to Raccoon City (English),03 Dec 2021,0.20 Cr,0.74 Cr,1.08 Cr,1.15 Cr
Antim – The Final Truth,26 Nov 2021,5.03 Cr,18.61 Cr,29.35 Cr,39.06 Cr
Satyameva Jayate 2,25 Nov 2021,3.22 Cr,9.76 Cr,12.65 Cr,13.26 Cr
Bunty Aur Babli 2,19 Nov 2021,2.60 Cr,8.30 Cr,11.15 Cr,12.50 Cr
Ghostbusters: Afterlife (English),19 Nov 2021,0 Cr N.A,0 Cr N.A,0.64 Cr,0.64 Cr
Ye Mard Bechara,19 Nov 2021,0 Cr N.A,0 Cr N.A,0.04 Cr,0.04 Cr
Spencer (English),19 Nov 2021,0 Cr N.A,0 Cr N.A,0.17 Cr,0.17 Cr
Shubh Raatri,19 Nov 2021,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Last Night in Soho (English),12 Nov 2021,0 Cr N.A,0 Cr N.A,0.18 Cr,0.18 Cr
Sooryavanshi,05 Nov 2021,26.29 Cr,77.08 Cr,120.66 Cr,196 Cr
Eternals (English),05 Nov 2021,7.35 Cr,19.15 Cr,27.45 Cr,37.12 Cr
Dune (English),22 Oct 2021,0 Cr N.A,0 Cr N.A,3.54 Cr,4.29 Cr
Venom – Let There Be Carnage (English),14 Oct 2021,2.88 Cr,12.16 Cr,16.21 Cr,23.27 Cr
No Time To Die (English),30 Sep 2021,2.24 Cr,11.13 Cr,14.97 Cr,18 Cr
Jungle Cruise (English),24 Sep 2021,0.66 Cr,2.81 Cr,4.21 Cr,4.21 Cr
Don’t Breathe 2 (English),17 Sep 2021,0 Cr N.A,0 Cr N.A,1.26 Cr,1.26 Cr
Thalaivii,10 Sep 2021,0.32 Cr,1.07 Cr,1.46 Cr,1.46 Cr
Fast And Furious 9: The Fast Saga (English),03 Sep 2021,1.92 Cr,7.66 Cr,10.91 Cr,13.61 Cr
Shang-Chi and the Legend of the Ten Rings (English),02 Sep 2021,2.97 Cr,10.61 Cr,15.28 Cr,23.70 Cr
Chehre,27 Aug 2021,0.40 Cr,1.70 Cr,2.55 Cr,2.55 Cr
Bellbottom,19 Aug 2021,2.75 Cr,12.75 Cr,18.55 Cr,30.63 Cr
Radhe – Your Most Wanted Bhai,13 May 2021,0.001 Cr,0.006 Cr,0 Cr N.A,0.05 Cr
Saina,26 Mar 2021,0.15 Cr,0.68 Cr,1.16 Cr,1.16 Cr
Godzilla Vs Kong (English),25 Mar 2021,6.40 Cr,28.96 Cr,40.07 Cr,46.58 Cr
Mumbai Saga,19 Mar 2021,2.82 Cr,8.74 Cr,13.43 Cr,16.53 Cr
Sandeep Aur Pinky Faraar,19 Mar 2021,0.06 Cr,0.25 Cr,0.35 Cr,0.35 Cr
Time To Dance,12 Mar 2021,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.01 Cr
Fauji Calling,11 Mar 2021,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.14 Cr
Roohi,11 Mar 2021,3.06 Cr,12.58 Cr,17.43 Cr,23.25 Cr
Tank Cleaner,05 Mar 2021,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.001 Cr
Jeene Ki Umeed Tumse Hi,05 Mar 2021,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.01 Cr
Maassab,26 Feb 2021,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.04 Cr
Tuesdays And Fridays,19 Feb 2021,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.22 Cr
Bolo Hau,19 Feb 2021,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.001 Cr
Sakshi,12 Feb 2021,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.001 Cr
Omprakash Zindabad,05 Feb 2021,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.01 Cr
Cheer Haran,29 Jan 2021,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.02 Cr
Madam Chief Minister,22 Jan 2021,0.05 Cr,0 Cr N.A,0.36 Cr,0.36 Cr
Master,14 Jan 2021,0 Cr N.A,0 Cr N.A,3.77 Cr,4.73 Cr
12 ‘O’ Clock,08 Jan 2021,0 Cr N.A,0 Cr N.A,0.11 Cr,0.11 Cr
Kaagaz,07 Jan 2021,0 Cr N.A,0 Cr N.A,0.005 Cr,0.005 Cr
Ramprasad Ki Tehrvi,01 Jan 2021,0.08 Cr,0.17 Cr,0.27 Cr,0.27 Cr
Dedh Lakh Ka Dulha,30 Dec 2022,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Big Dhamaka,23 Dec 2022,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Cirkus,23 Dec 2022,6.25 Cr,20.85 Cr,27.95 Cr,35.65 Cr
Anokhi,23 Dec 2022,0 Cr N.A,0 Cr N.A,0.005 Cr,0.005 Cr
Smayra,16 Dec 2022,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Ajay Wardhan,16 Dec 2022,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Trahimam,16 Dec 2022,0 Cr N.A,0 Cr N.A,0.005 Cr,0.005 Cr
Avatar: The Way of Water (English),16 Dec 2022,40 Cr,127 Cr,182.85 Cr,378.22 Cr
Maarrich,09 Dec 2022,0.05 Cr,0.18 Cr,0.35 Cr,0.35 Cr
Vadh,09 Dec 2022,0.10 Cr,0.34 Cr,0 Cr N.A,0.60 Cr
Life Is Good!,09 Dec 2022,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Salaam Venky,09 Dec 2022,0.20 Cr,0.85 Cr,0 Cr N.A,1.25 Cr
Shadow Assassins,09 Dec 2022,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Vijayanand,09 Dec 2022,0 Cr N.A,0 Cr N.A,1 Cr,1 Cr
Khatra Dangerous,09 Dec 2022,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Josef – Born in Grace,09 Dec 2022,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
An Action Hero,02 Dec 2022,1.31 Cr,5.99 Cr,8.19 Cr,10.89 Cr
Bodies Bodies Bodies (English),25 Nov 2022,0 Cr N.A,0 Cr N.A,0.08 Cr,0.08 Cr
Bhediya,25 Nov 2022,7.48 Cr,28.55 Cr,42.05 Cr,66.65 Cr
Strange World (English),25 Nov 2022,0 Cr N.A,0 Cr N.A,0.30 Cr,0.30 Cr
Kora Kagazz,25 Nov 2022,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Mister Mummy,18 Nov 2022,0.02 Cr,0.06 Cr,0.10 Cr,0.10 Cr
Smile (English),18 Nov 2022,0 Cr N.A,0 Cr N.A,0.32 Cr,0.32 Cr
Drishyam 2,18 Nov 2022,15.38 Cr,64.14 Cr,104.66 Cr,240.54 Cr
The Menu (English),18 Nov 2022,0 Cr N.A,0 Cr N.A,0.35 Cr,0.35 Cr
She Said (English),18 Nov 2022,0 Cr N.A,0 Cr N.A,0.15 Cr,0.15 Cr
Kartoot,11 Nov 2022,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Bal Naren,11 Nov 2022,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Rocket Gang,11 Nov 2022,0 Cr N.A,0 Cr N.A,0.25 Cr,0.25 Cr
Uunchai,11 Nov 2022,1.81 Cr,10.16 Cr,17.02 Cr,34.20 Cr
Anth The End,11 Nov 2022,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Badhai Ho Beti Huee Hai,11 Nov 2022,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Black Panther: Wakanda Forever (English),11 Nov 2022,11.96 Cr,39.20 Cr,51.50 Cr,69.55 Cr
Mili,04 Nov 2022,0.40 Cr,1.55 Cr,2.24 Cr,2.24 Cr
Double XL,04 Nov 2022,0.15 Cr,0.49 Cr,0.60 Cr,0.60 Cr
"Lyle, Lyle, Crocodile (English)",04 Nov 2022,0 Cr N.A,0 Cr N.A,1 Cr,1 Cr
Banaras,04 Nov 2022,0 Cr N.A,0 Cr N.A,0.40 Cr,0.40 Cr
Dhoop Chhaon,04 Nov 2022,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Phone Bhoot,04 Nov 2022,2.05 Cr,7.70 Cr,12.76 Cr,14.01 Cr
Ramrajya,04 Nov 2022,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Tara vs Bilal,28 Oct 2022,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.02 Cr
Thank God,25 Oct 2022,8.10 Cr,28.78 Cr,32.79 Cr,34.89 Cr
Ram Setu,25 Oct 2022,15.25 Cr,55.48 Cr,63.87 Cr,71.87 Cr
Black Adam (English),20 Oct 2022,6.80 Cr,23.50 Cr,34.13 Cr,48.13 Cr
Mid Day Meeal,14 Oct 2022,0 Cr N.A,0 Cr N.A,0.25 Cr,0.25 Cr
Aye Zindagi,14 Oct 2022,0 Cr N.A,0 Cr N.A,0.05 Cr,0.05 Cr
Doctor G,14 Oct 2022,3.87 Cr,15.03 Cr,21.95 Cr,26.45 Cr
